22.0;22
38.0;38
32.0;32
23.0;23
17.0;17
12.0;12
11.0;11
0;0
19.0;19
35.0;35
21.0;21
7.0;7
26.0;26
22.0;22
0;0
7.0;7
0;0
14.0;14
0;0
9.0;9
21.0;21
13.0;13
15.0;15
22.0;22
6.0;6
32.0;32
8.0;8
34.0;34
14.0;14
24.0;24
12.0;12
36.0;36
15.0;15
6.0;6
0;0
23.0;23
21.0;21
10.0;10
9.0;9
0;0
17.0;17
14.0;14
28.0;28
20.0;20
21.0;21
24.0;24
13.0;13
14.0;14
21.0;21
19.0;19
0;0
42.0;42
0;0
32.0;32
20.0;20
15.0;15
22.0;22
14.0;14
11.0;11
17.0;17
10.0;10
0;0
0;0
0;0
8.0;8
13.0;13
12.0;12
0;0
36.0;36
11.0;11
19.0;19
28.0;28
0;0
13.0;13
43.0;43
10.0;10
28.0;28
13.0;13
25.0;25
21.0;21
0;0
0;0
12.0;12
0;0
34.0;34
0;0
15.0;15
9.0;9
7.0;7
8.0;8
12.0;12
0;0
38.0;38
14.0;14
40.0;40
0;0
13.0;13
12.0;12
14.0;14
0;0
32.0;32
0;0
10.0;10
10.0;10
21.0;21
21.0;21
0;0
19.0;19
9.0;9
17.0;17
11.0;11
25.0;25
0;0
16.0;16
36.0;36
18.0;18
16.0;16
13.0;13
20.0;20
34.0;34
0;0
35.0;35
32.0;32
25.0;25
14.0;14
6.0;6
0;0
31.0;31
33.0;33
25.0;25
31.0;31
15.0;15
18.0;18
20.0;20
0;0
13.0;13
0;0
15.0;15
0;0
24.0;24
13.0;13
12.0;12
28.0;28
10.0;10
13.0;13
11.0;11
26.0;26
14.0;14
0;0
13.0;13
13.0;13
0;0
16.0;16
5.0;5
14.0;14
0;0
7.0;7
55.0;55
59.0;59
12.0;12
26.0;26
20.0;20
0;0
8.0;8
16.0;16
18.0;18
12.0;12
0;0
17.0;17
9.0;9
9.0;9
0;0
35.0;35
23.0;23
19.0;19
0;0
14.0;14
23.0;23
61.0;61
13.0;13
43.0;43
15.0;15
0;0
20.0;20
26.0;26
0;0
28.0;28
11.0;11
18.0;18
11.0;11
0;0
0;0
0;0
21.0;21
12.0;12
0;0
9.0;9
11.0;11
49.0;49
13.0;13
46.0;46
0;0
14.0;14
28.0;28
9.0;9
17.0;17
30.0;30
16.0;16
11.0;11
12.0;12
0;0
15.0;15
70.0;70
0;0
0;0
9.0;9
32.0;32
0;0
0;0
20.0;20
46.0;46
14.0;14
18.0;18
22.0;22
15.0;15
17.0;17
