69.0;69
0;0
0;0
19.0;19
41.0;41
10.0;10
34.0;34
16.0;16
36.0;36
8.0;8
0;0
7.0;7
12.0;12
28.0;28
9.0;9
10.0;10
15.0;15
0;0
0;0
0;0
82.0;82
11.0;11
0;0
93.0;93
0;0
15.0;15
22.0;22
19.0;19
13.0;13
0;0
0;0
15.0;15
9.0;9
18.0;18
43.0;43
0;0
10.0;10
24.0;24
13.0;13
8.0;8
11.0;11
0;0
30.0;30
15.0;15
9.0;9
0;0
25.0;25
0;0
54.0;54
0;0
12.0;12
16.0;16
11.0;11
31.0;31
56.0;56
0;0
11.0;11
0;0
8.0;8
28.0;28
24.0;24
25.0;25
20.0;20
0;0
12.0;12
9.0;9
9.0;9
9.0;9
21.0;21
33.0;33
0;0
18.0;18
20.0;20
12.0;12
38.0;38
18.0;18
0;0
14.0;14
43.0;43
11.0;11
58.0;58
9.0;9
13.0;13
14.0;14
19.0;19
20.0;20
24.0;24
16.0;16
0;0
22.0;22
13.0;13
0;0
0;0
20.0;20
38.0;38
0;0
19.0;19
7.0;7
0;0
40.0;40
14.0;14
0;0
24.0;24
22.0;22
12.0;12
0;0
17.0;17
0;0
0;0
22.0;22
30.0;30
13.0;13
18.0;18
22.0;22
10.0;10
0;0
14.0;14
12.0;12
0;0
7.0;7
11.0;11
27.0;27
29.0;29
16.0;16
18.0;18
16.0;16
24.0;24
0;0
14.0;14
12.0;12
67.0;67
7.0;7
9.0;9
12.0;12
19.0;19
0;0
17.0;17
21.0;21
0;0
18.0;18
31.0;31
8.0;8
42.0;42
15.0;15
0;0
37.0;37
10.0;10
18.0;18
17.0;17
37.0;37
24.0;24
28.0;28
9.0;9
28.0;28
0;0
35.0;35
33.0;33
16.0;16
47.0;47
11.0;11
6.0;6
16.0;16
20.0;20
14.0;14
69.0;69
0;0
14.0;14
0;0
0;0
25.0;25
10.0;10
12.0;12
0;0
17.0;17
9.0;9
21.0;21
11.0;11
10.0;10
22.0;22
19.0;19
13.0;13
16.0;16
48.0;48
0;0
49.0;49
16.0;16
0;0
0;0
11.0;11
0;0
8.0;8
11.0;11
29.0;29
9.0;9
13.0;13
0;0
56.0;56
0;0
0;0
19.0;19
12.0;12
23.0;23
24.0;24
33.0;33
