15.0;15;24,1
13.0;13;24,1
27.0;27;24,1
45.0;45;24,1
11.0;11;24,1
12.0;12;24,1
21.0;21;24,1
16.0;16;24,1
48.0;48;24,1
33.0;33;24,1
15.0;15;23,1
52.0;52;23,1
49.0;49;23,1
21.0;21;23,1
16.0;16;23,1
11.0;11;23,1
37.0;37;23,1
11.0;11;23,1
9.0;9;23,1
10.0;10;23,1
17.0;17;27,7
18.0;18;27,7
21.0;21;27,7
38.0;38;27,7
31.0;31;27,7
45.0;45;27,7
43.0;43;27,7
34.0;34;27,7
19.0;19;27,7
11.0;11;27,7
24.0;24;34,3
14.0;14;34,3
46.0;46;34,3
39.0;39;34,3
44.0;44;34,3
33.0;33;34,3
52.0;52;34,3
33.0;33;34,3
18.0;18;34,3
40.0;40;34,3
46.0;46;36,9
31.0;31;36,9
43.0;43;36,9
76.0;76;36,9
42.0;42;36,9
26.0;26;36,9
34.0;34;36,9
21.0;21;36,9
11.0;11;36,9
39.0;39;36,9
14.0;14;25,1
12.0;12;25,1
20.0;20;25,1
32.0;32;25,1
48.0;48;25,1
22.0;22;25,1
21.0;21;25,1
24.0;24;25,1
15.0;15;25,1
43.0;43;25,1
26.0;26;53,2
51.0;51;53,2
8.0;8;53,2
29.0;29;53,2
44.0;44;53,2
56.0;56;53,2
86.0;86;53,2
15.0;15;53,2
91.0;91;53,2
126.0;126;53,2
55.0;55;52,9
9.0;9;52,9
12.0;12;52,9
42.0;42;52,9
63.0;63;52,9
28.0;28;52,9
139.0;139;52,9
66.0;66;52,9
83.0;83;52,9
32.0;32;52,9
95.0;95;44,7
75.0;75;44,7
47.0;47;44,7
51.0;51;44,7
43.0;43;44,7
31.0;31;44,7
20.0;20;44,7
47.0;47;44,7
24.0;24;44,7
14.0;14;44,7
15.0;15;34,8
33.0;33;34,8
16.0;16;34,8
34.0;34;34,8
22.0;22;34,8
18.0;18;34,8
64.0;64;34,8
21.0;21;34,8
42.0;42;34,8
83.0;83;34,8
37.0;37;38,6
108.0;108;38,6
10.0;10;38,6
39.0;39;38,6
25.0;25;38,6
11.0;11;38,6
34.0;34;38,6
39.0;39;38,6
52.0;52;38,6
31.0;31;38,6
17.0;17;38,4
34.0;34;38,4
29.0;29;38,4
31.0;31;38,4
10.0;10;38,4
77.0;77;38,4
16.0;16;38,4
97.0;97;38,4
33.0;33;38,4
40.0;40;38,4
16.0;16;49,4
40.0;40;49,4
21.0;21;49,4
116.0;116;49,4
144.0;144;49,4
14.0;14;49,4
87.0;87;49,4
32.0;32;49,4
10.0;10;49,4
14.0;14;49,4
121.0;121;74,3
116.0;116;74,3
30.0;30;74,3
34.0;34;74,3
95.0;95;74,3
64.0;64;74,3
122.0;122;74,3
70.0;70;74,3
61.0;61;74,3
30.0;30;74,3
110.0;110;61,3
42.0;42;61,3
19.0;19;61,3
21.0;21;61,3
29.0;29;61,3
47.0;47;61,3
8.0;8;61,3
108.0;108;61,3
45.0;45;61,3
184.0;184;61,3
98.0;98;84,1
69.0;69;84,1
89.0;89;84,1
242.0;242;84,1
66.0;66;84,1
38.0;38;84,1
15.0;15;84,1
176.0;176;84,1
12.0;12;84,1
36.0;36;84,1
156.0;156;72,9
58.0;58;72,9
70.0;70;72,9
30.0;30;72,9
43.0;43;72,9
61.0;61;72,9
16.0;16;72,9
18.0;18;72,9
210.0;210;72,9
67.0;67;72,9
38.0;38;44,6
17.0;17;44,6
43.0;43;44,6
15.0;15;44,6
17.0;17;44,6
11.0;11;44,6
21.0;21;44,6
153.0;153;44,6
11.0;11;44,6
120.0;120;44,6
48.0;48;69,8
81.0;81;69,8
56.0;56;69,8
55.0;55;69,8
77.0;77;69,8
178.0;178;69,8
23.0;23;69,8
72.0;72;69,8
93.0;93;69,8
15.0;15;69,8
54.0;54;68,4
19.0;19;68,4
99.0;99;68,4
104.0;104;68,4
19.0;19;68,4
53.0;53;68,4
129.0;129;68,4
11.0;11;68,4
119.0;119;68,4
77.0;77;68,4
16.0;16;52,5
122.0;122;52,5
90.0;90;52,5
13.0;13;52,5
56.0;56;52,5
49.0;49;52,5
105.0;105;52,5
28.0;28;52,5
31.0;31;52,5
15.0;15;52,5
71.0;71;61,7
9.0;9;61,7
90.0;90;61,7
12.0;12;61,7
49.0;49;61,7
32.0;32;61,7
72.0;72;61,7
52.0;52;61,7
181.0;181;61,7
49.0;49;61,7
29.0;29;34
27.0;27;34
36.0;36;34
35.0;35;34
37.0;37;34
35.0;35;34
26.0;26;34
62.0;62;34
14.0;14;34
39.0;39;34
33.0;33;44,7
17.0;17;44,7
51.0;51;44,7
51.0;51;44,7
85.0;85;44,7
11.0;11;44,7
67.0;67;44,7
41.0;41;44,7
77.0;77;44,7
14.0;14;44,7
44.0;44;109,1
21.0;21;109,1
121.0;121;109,1
41.0;41;109,1
139.0;139;109,1
51.0;51;109,1
175.0;175;109,1
153.0;153;109,1
63.0;63;109,1
283.0;283;109,1
122.0;122;129,5
282.0;282;129,5
31.0;31;129,5
223.0;223;129,5
341.0;341;129,5
155.0;155;129,5
26.0;26;129,5
22.0;22;129,5
28.0;28;129,5
65.0;65;129,5
178.0;178;153,5
78.0;78;153,5
91.0;91;153,5
113.0;113;153,5
191.0;191;153,5
159.0;159;153,5
233.0;233;153,5
168.0;168;153,5
102.0;102;153,5
222.0;222;153,5
106.0;106;118,4
100.0;100;118,4
30.0;30;118,4
84.0;84;118,4
94.0;94;118,4
115.0;115;118,4
278.0;278;118,4
131.0;131;118,4
90.0;90;118,4
156.0;156;118,4
103.0;103;111,1
87.0;87;111,1
138.0;138;111,1
184.0;184;111,1
71.0;71;111,1
191.0;191;111,1
99.0;99;111,1
94.0;94;111,1
101.0;101;111,1
43.0;43;111,1
110.0;110;131
130.0;130;131
112.0;112;131
309.0;309;131
177.0;177;131
130.0;130;131
31.0;31;131
79.0;79;131
78.0;78;131
154.0;154;131
56.0;56;111,7
171.0;171;111,7
40.0;40;111,7
172.0;172;111,7
120.0;120;111,7
104.0;104;111,7
117.0;117;111,7
79.0;79;111,7
158.0;158;111,7
100.0;100;111,7
54.0;54;81,8
85.0;85;81,8
38.0;38;81,8
25.0;25;81,8
79.0;79;81,8
72.0;72;81,8
104.0;104;81,8
136.0;136;81,8
120.0;120;81,8
105.0;105;81,8
58.0;58;73,5
104.0;104;73,5
166.0;166;73,5
70.0;70;73,5
63.0;63;73,5
74.0;74;73,5
95.0;95;73,5
68.0;68;73,5
13.0;13;73,5
24.0;24;73,5
275.0;275;142,7
37.0;37;142,7
77.0;77;142,7
116.0;116;142,7
99.0;99;142,7
156.0;156;142,7
213.0;213;142,7
195.0;195;142,7
144.0;144;142,7
115.0;115;142,7
40.0;40;72,9
31.0;31;72,9
82.0;82;72,9
143.0;143;72,9
72.0;72;72,9
69.0;69;72,9
116.0;116;72,9
55.0;55;72,9
69.0;69;72,9
52.0;52;72,9
296.0;296;134,5
64.0;64;134,5
253.0;253;134,5
91.0;91;134,5
142.0;142;134,5
98.0;98;134,5
77.0;77;134,5
60.0;60;134,5
111.0;111;134,5
153.0;153;134,5
64.0;64;107,1
93.0;93;107,1
46.0;46;107,1
100.0;100;107,1
76.0;76;107,1
156.0;156;107,1
143.0;143;107,1
263.0;263;107,1
100.0;100;107,1
30.0;30;107,1
108.0;108;117,5
13.0;13;117,5
65.0;65;117,5
119.0;119;117,5
120.0;120;117,5
212.0;212;117,5
110.0;110;117,5
117.0;117;117,5
68.0;68;117,5
243.0;243;117,5
55.0;55;70,8
166.0;166;70,8
42.0;42;70,8
119.0;119;70,8
63.0;63;70,8
146.0;146;70,8
33.0;33;70,8
39.0;39;70,8
29.0;29;70,8
16.0;16;70,8
24.0;24;82,5
54.0;54;82,5
140.0;140;82,5
67.0;67;82,5
126.0;126;82,5
108.0;108;82,5
170.0;170;82,5
25.0;25;82,5
28.0;28;82,5
83.0;83;82,5
128.0;128;77,7
31.0;31;77,7
31.0;31;77,7
28.0;28;77,7
76.0;76;77,7
62.0;62;77,7
123.0;123;77,7
43.0;43;77,7
119.0;119;77,7
136.0;136;77,7
210.0;210;147,7
159.0;159;147,7
145.0;145;147,7
63.0;63;147,7
126.0;126;147,7
175.0;175;147,7
121.0;121;147,7
153.0;153;147,7
109.0;109;147,7
216.0;216;147,7
115.0;115;113,3
149.0;149;113,3
42.0;42;113,3
191.0;191;113,3
127.0;127;113,3
129.0;129;113,3
61.0;61;113,3
85.0;85;113,3
125.0;125;113,3
109.0;109;113,3
121.0;121;75
48.0;48;75
103.0;103;75
37.0;37;75
20.0;20;75
118.0;118;75
64.0;64;75
136.0;136;75
86.0;86;75
17.0;17;75
17.0;17;82,7
152.0;152;82,7
52.0;52;82,7
23.0;23;82,7
95.0;95;82,7
16.0;16;82,7
15.0;15;82,7
207.0;207;82,7
195.0;195;82,7
55.0;55;82,7
119.0;119;91,1
118.0;118;91,1
109.0;109;91,1
119.0;119;91,1
146.0;146;91,1
71.0;71;91,1
100.0;100;91,1
41.0;41;91,1
65.0;65;91,1
23.0;23;91,1
25.0;25;61,1
18.0;18;61,1
18.0;18;61,1
230.0;230;61,1
76.0;76;61,1
57.0;57;61,1
26.0;26;61,1
33.0;33;61,1
17.0;17;61,1
111.0;111;61,1
36.0;36;98,3
145.0;145;98,3
92.0;92;98,3
98.0;98;98,3
126.0;126;98,3
131.0;131;98,3
89.0;89;98,3
114.0;114;98,3
80.0;80;98,3
72.0;72;98,3
83.0;83;71,6
19.0;19;71,6
48.0;48;71,6
98.0;98;71,6
125.0;125;71,6
135.0;135;71,6
17.0;17;71,6
110.0;110;71,6
16.0;16;71,6
65.0;65;71,6
94.0;94;79,6
139.0;139;79,6
152.0;152;79,6
83.0;83;79,6
19.0;19;79,6
61.0;61;79,6
32.0;32;79,6
147.0;147;79,6
45.0;45;79,6
24.0;24;79,6
