18.0;18;14,2
14.0;14;14,2
13.0;13;14,2
20.0;20;14,2
14.0;14;14,2
11.0;11;14,2
9.0;9;14,2
18.0;18;14,2
13.0;13;14,2
12.0;12;14,2
16.0;16;17,6
39.0;39;17,6
9.0;9;17,6
9.0;9;17,6
11.0;11;17,6
12.0;12;17,6
38.0;38;17,6
15.0;15;17,6
11.0;11;17,6
16.0;16;17,6
10.0;10;20,6
19.0;19;20,6
14.0;14;20,6
21.0;21;20,6
15.0;15;20,6
17.0;17;20,6
11.0;11;20,6
22.0;22;20,6
48.0;48;20,6
29.0;29;20,6
10.0;10;24,7
14.0;14;24,7
26.0;26;24,7
45.0;45;24,7
25.0;25;24,7
38.0;38;24,7
16.0;16;24,7
12.0;12;24,7
20.0;20;24,7
41.0;41;24,7
34.0;34;21,1
13.0;13;21,1
46.0;46;21,1
31.0;31;21,1
27.0;27;21,1
9.0;9;21,1
12.0;12;21,1
10.0;10;21,1
11.0;11;21,1
18.0;18;21,1
31.0;31;29,1
26.0;26;29,1
25.0;25;29,1
37.0;37;29,1
13.0;13;29,1
19.0;19;29,1
76.0;76;29,1
23.0;23;29,1
19.0;19;29,1
22.0;22;29,1
25.0;25;28,8
12.0;12;28,8
22.0;22;28,8
16.0;16;28,8
17.0;17;28,8
36.0;36;28,8
19.0;19;28,8
70.0;70;28,8
61.0;61;28,8
10.0;10;28,8
30.0;30;37,4
19.0;19;37,4
22.0;22;37,4
41.0;41;37,4
34.0;34;37,4
27.0;27;37,4
40.0;40;37,4
58.0;58;37,4
24.0;24;37,4
79.0;79;37,4
64.0;64;39,3
21.0;21;39,3
13.0;13;39,3
66.0;66;39,3
54.0;54;39,3
36.0;36;39,3
72.0;72;39,3
19.0;19;39,3
39.0;39;39,3
9.0;9;39,3
28.0;28;35
17.0;17;35
11.0;11;35
12.0;12;35
57.0;57;35
27.0;27;35
42.0;42;35
82.0;82;35
15.0;15;35
59.0;59;35
48.0;48;66,1
115.0;115;66,1
43.0;43;66,1
114.0;114;66,1
30.0;30;66,1
11.0;11;66,1
121.0;121;66,1
13.0;13;66,1
104.0;104;66,1
62.0;62;66,1
51.0;51;45,7
33.0;33;45,7
29.0;29;45,7
40.0;40;45,7
22.0;22;45,7
10.0;10;45,7
84.0;84;45,7
50.0;50;45,7
51.0;51;45,7
87.0;87;45,7
31.0;31;48,7
117.0;117;48,7
13.0;13;48,7
57.0;57;48,7
61.0;61;48,7
40.0;40;48,7
59.0;59;48,7
30.0;30;48,7
52.0;52;48,7
27.0;27;48,7
129.0;129;75,4
79.0;79;75,4
29.0;29;75,4
72.0;72;75,4
34.0;34;75,4
53.0;53;75,4
56.0;56;75,4
149.0;149;75,4
20.0;20;75,4
133.0;133;75,4
96.0;96;73,1
94.0;94;73,1
27.0;27;73,1
12.0;12;73,1
111.0;111;73,1
66.0;66;73,1
68.0;68;73,1
119.0;119;73,1
29.0;29;73,1
109.0;109;73,1
51.0;51;65,1
119.0;119;65,1
49.0;49;65,1
10.0;10;65,1
150.0;150;65,1
39.0;39;65,1
16.0;16;65,1
69.0;69;65,1
38.0;38;65,1
110.0;110;65,1
16.0;16;51,3
29.0;29;51,3
94.0;94;51,3
22.0;22;51,3
13.0;13;51,3
20.0;20;51,3
33.0;33;51,3
24.0;24;51,3
139.0;139;51,3
123.0;123;51,3
31.0;31;32,2
108.0;108;32,2
25.0;25;32,2
17.0;17;32,2
22.0;22;32,2
12.0;12;32,2
13.0;13;32,2
13.0;13;32,2
16.0;16;32,2
65.0;65;32,2
24.0;24;57
37.0;37;57
70.0;70;57
65.0;65;57
16.0;16;57
64.0;64;57
63.0;63;57
106.0;106;57
41.0;41;57
84.0;84;57
83.0;83;76,9
79.0;79;76,9
84.0;84;76,9
147.0;147;76,9
20.0;20;76,9
86.0;86;76,9
73.0;73;76,9
141.0;141;76,9
18.0;18;76,9
38.0;38;76,9
19.0;19;72,3
53.0;53;72,3
24.0;24;72,3
23.0;23;72,3
55.0;55;72,3
141.0;141;72,3
157.0;157;72,3
79.0;79;72,3
78.0;78;72,3
94.0;94;72,3
22.0;22;107,7
50.0;50;107,7
99.0;99;107,7
235.0;235;107,7
106.0;106;107,7
162.0;162;107,7
77.0;77;107,7
68.0;68;107,7
100.0;100;107,7
158.0;158;107,7
95.0;95;94,6
72.0;72;94,6
147.0;147;94,6
77.0;77;94,6
112.0;112;94,6
61.0;61;94,6
111.0;111;94,6
50.0;50;94,6
123.0;123;94,6
98.0;98;94,6
172.0;172;173,4
113.0;113;173,4
89.0;89;173,4
173.0;173;173,4
229.0;229;173,4
178.0;178;173,4
145.0;145;173,4
247.0;247;173,4
194.0;194;173,4
194.0;194;173,4
27.0;27;86,2
152.0;152;86,2
76.0;76;86,2
96.0;96;86,2
80.0;80;86,2
88.0;88;86,2
107.0;107;86,2
99.0;99;86,2
38.0;38;86,2
99.0;99;86,2
69.0;69;96,4
103.0;103;96,4
109.0;109;96,4
85.0;85;96,4
141.0;141;96,4
17.0;17;96,4
55.0;55;96,4
69.0;69;96,4
152.0;152;96,4
164.0;164;96,4
139.0;139;155,1
151.0;151;155,1
161.0;161;155,1
206.0;206;155,1
142.0;142;155,1
185.0;185;155,1
162.0;162;155,1
150.0;150;155,1
129.0;129;155,1
126.0;126;155,1
101.0;101;132,9
13.0;13;132,9
98.0;98;132,9
119.0;119;132,9
198.0;198;132,9
118.0;118;132,9
151.0;151;132,9
110.0;110;132,9
138.0;138;132,9
283.0;283;132,9
151.0;151;120,9
142.0;142;120,9
142.0;142;120,9
109.0;109;120,9
113.0;113;120,9
43.0;43;120,9
127.0;127;120,9
179.0;179;120,9
100.0;100;120,9
103.0;103;120,9
263.0;263;152
171.0;171;152
255.0;255;152
50.0;50;152
156.0;156;152
87.0;87;152
22.0;22;152
98.0;98;152
269.0;269;152
149.0;149;152
121.0;121;119,2
46.0;46;119,2
260.0;260;119,2
118.0;118;119,2
79.0;79;119,2
233.0;233;119,2
178.0;178;119,2
41.0;41;119,2
73.0;73;119,2
43.0;43;119,2
131.0;131;119,6
34.0;34;119,6
38.0;38;119,6
109.0;109;119,6
88.0;88;119,6
123.0;123;119,6
112.0;112;119,6
241.0;241;119,6
172.0;172;119,6
148.0;148;119,6
107.0;107;67,6
28.0;28;67,6
25.0;25;67,6
97.0;97;67,6
29.0;29;67,6
46.0;46;67,6
37.0;37;67,6
33.0;33;67,6
200.0;200;67,6
74.0;74;67,6
41.0;41;71,7
38.0;38;71,7
71.0;71;71,7
19.0;19;71,7
192.0;192;71,7
71.0;71;71,7
22.0;22;71,7
59.0;59;71,7
79.0;79;71,7
125.0;125;71,7
78.0;78;99,6
136.0;136;99,6
104.0;104;99,6
42.0;42;99,6
45.0;45;99,6
109.0;109;99,6
109.0;109;99,6
103.0;103;99,6
122.0;122;99,6
148.0;148;99,6
117.0;117;86,6
121.0;121;86,6
89.0;89;86,6
92.0;92;86,6
16.0;16;86,6
96.0;96;86,6
57.0;57;86,6
86.0;86;86,6
127.0;127;86,6
65.0;65;86,6
69.0;69;78,6
103.0;103;78,6
105.0;105;78,6
65.0;65;78,6
75.0;75;78,6
131.0;131;78,6
36.0;36;78,6
43.0;43;78,6
149.0;149;78,6
10.0;10;78,6
32.0;32;73,3
121.0;121;73,3
93.0;93;73,3
35.0;35;73,3
68.0;68;73,3
83.0;83;73,3
44.0;44;73,3
46.0;46;73,3
102.0;102;73,3
109.0;109;73,3
91.0;91;93,2
48.0;48;93,2
139.0;139;93,2
153.0;153;93,2
47.0;47;93,2
120.0;120;93,2
44.0;44;93,2
94.0;94;93,2
107.0;107;93,2
89.0;89;93,2
73.0;73;89,3
184.0;184;89,3
13.0;13;89,3
187.0;187;89,3
60.0;60;89,3
67.0;67;89,3
47.0;47;89,3
185.0;185;89,3
42.0;42;89,3
35.0;35;89,3
42.0;42;80,8
112.0;112;80,8
38.0;38;80,8
118.0;118;80,8
89.0;89;80,8
177.0;177;80,8
46.0;46;80,8
11.0;11;80,8
77.0;77;80,8
98.0;98;80,8
164.0;164;96,5
101.0;101;96,5
80.0;80;96,5
72.0;72;96,5
64.0;64;96,5
124.0;124;96,5
96.0;96;96,5
49.0;49;96,5
99.0;99;96,5
116.0;116;96,5
77.0;77;64,1
38.0;38;64,1
29.0;29;64,1
128.0;128;64,1
36.0;36;64,1
64.0;64;64,1
87.0;87;64,1
25.0;25;64,1
94.0;94;64,1
63.0;63;64,1
46.0;46;111,6
39.0;39;111,6
93.0;93;111,6
137.0;137;111,6
121.0;121;111,6
239.0;239;111,6
186.0;186;111,6
48.0;48;111,6
100.0;100;111,6
107.0;107;111,6
155.0;155;91,8
57.0;57;91,8
117.0;117;91,8
132.0;132;91,8
63.0;63;91,8
124.0;124;91,8
79.0;79;91,8
41.0;41;91,8
88.0;88;91,8
62.0;62;91,8
90.0;90;84,2
58.0;58;84,2
37.0;37;84,2
30.0;30;84,2
100.0;100;84,2
80.0;80;84,2
67.0;67;84,2
124.0;124;84,2
102.0;102;84,2
154.0;154;84,2
174.0;174;141,8
171.0;171;141,8
111.0;111;141,8
12.0;12;141,8
13.0;13;141,8
312.0;312;141,8
317.0;317;141,8
103.0;103;141,8
65.0;65;141,8
140.0;140;141,8
190.0;190;120
116.0;116;120
118.0;118;120
